module   channel   name     threshold
112	 17	   "PS1"    3000
112	 18	   "PS2"    3100
112	 19	   "PS3"    4640
112	 20	   "PS4"    2930
112	 21	   "PS5"    1650
112	 22	   "PS6"    2573
112	 23	   "PS7"    2820
112	 24	   "PS8"    2260
112	 25	   "PS9"    3500
