module   channel   name
112	 0	   NaI0
112	 1	   NaI1
112	 2	   NaI2
112	 3	   NaI3
112	 4	   NaI4
112	 5	   NaI5
112	 6	   NaI6
112	 7	   NaI7
112	 8	   NaI8
112	 9	   NaI9
112	 10	   NaI10
112	 11	   NaI11
112	 12	   NaI12
112	 13	   NaI13
112	 14	   NaI14
112	 15	   NaI15
